Country,Date,Cases,Deaths,Recoveries,SANITY_CHECK,Mortality_Rate,Recovery_Rate,Mortality_Rate_Change,Recovery_Rate_Change
KENYA,2020-03-29,42,1,1,true,0.023809523809523808,0.023809523809523808,-0.09523809523809523,-0.09523809523809523
KENYA,2020-03-30,50,1,1,true,0.02,0.02,-0.15999999999999992,-0.15999999999999992
KENYA,2020-03-31,59,1,1,true,0.01694915254237288,0.01694915254237288,-0.15254237288135597,-0.15254237288135597
KENYA,2020-04-01,81,1,3,true,0.012345679012345678,0.037037037037037035,-0.2716049382716049,1.1851851851851851
KENYA,2020-04-02,110,3,4,true,0.02727272727272727,0.03636363636363636,1.209090909090909,-0.018181818181818188
KENYA,2020-04-03,122,4,4,true,0.03278688524590164,0.03278688524590164,0.202185792349727,-0.0983606557377048
KENYA,2020-04-04,126,4,4,true,0.031746031746031744,0.031746031746031744,-0.031746031746031855,-0.031746031746031855
KENYA,2020-04-05,142,4,4,true,0.028169014084507043,0.028169014084507043,-0.11267605633802813,-0.11267605633802813
KENYA,2020-04-06,158,6,4,true,0.0379746835443038,0.02531645569620253,0.3481012658227849,-0.10126582278481011
KENYA,2020-04-07,172,6,7,true,0.03488372093023256,0.040697674418604654,-0.08139534883720934,0.6075581395348839
KENYA,2020-04-08,179,6,9,true,0.0335195530726257,0.05027932960893855,-0.03910614525139666,0.23543495610534704
KENYA,2020-04-09,184,7,12,true,0.03804347826086957,0.06521739130434782,0.13496376811594213,0.2971014492753623
KENYA,2020-04-10,189,7,22,true,0.037037037037037035,0.1164021164021164,-0.02645502645502662,0.7848324514991181
KENYA,2020-04-11,191,7,24,true,0.03664921465968586,0.1256544502617801,-0.010471204188481686,0.07948595906711087
KENYA,2020-04-12,197,8,25,true,0.04060913705583756,0.12690355329949238,0.10804931109499627,0.009940778341793521
KENYA,2020-04-13,208,9,40,true,0.04326923076923077,0.19230769230769232,0.06550480769230771,0.5153846153846156
KENYA,2020-04-14,216,9,41,true,0.041666666666666664,0.18981481481481483,-0.03703703703703709,-0.012962962962962954
KENYA,2020-04-15,225,10,53,true,0.044444444444444446,0.23555555555555555,0.06666666666666687,0.24097560975609755
KENYA,2020-04-16,234,11,53,true,0.04700854700854701,0.2264957264957265,0.05769230769230771,-0.038461538461538436
KENYA,2020-04-17,246,11,53,true,0.044715447154471545,0.21544715447154472,-0.04878048780487798,-0.04878048780487798
KENYA,2020-04-18,262,12,60,true,0.04580152671755725,0.22900763358778625,0.024288688410825765,0.0629410917470834
KENYA,2020-04-19,270,14,67,true,0.05185185185185185,0.24814814814814815,0.13209876543209864,0.08358024691358024
KENYA,2020-04-20,281,14,69,true,0.0498220640569395,0.24555160142348753,-0.039145907473309594,-0.01046369575609496
KENYA,2020-04-21,296,14,74,true,0.0472972972972973,0.25,-0.05067567567567566,0.018115942028985588
KENYA,2020-04-22,303,14,74,true,0.0462046204620462,0.24422442244224424,-0.02310231023102327,-0.02310231023102305
KENYA,2020-04-23,320,14,89,true,0.04375,0.278125,-0.05312499999999998,0.13880912162162162
KENYA,2020-04-24,336,14,94,true,0.041666666666666664,0.27976190476190477,-0.04761904761904756,0.005885500267522659
KENYA,2020-04-25,343,14,98,true,0.04081632653061224,0.2857142857142857,-0.020408163265306145,0.02127659574468077
KENYA,2020-04-26,355,14,106,true,0.03943661971830986,0.29859154929577464,-0.033802816901408295,0.04507042253521121
KENYA,2020-04-27,363,14,114,true,0.03856749311294766,0.3140495867768595,-0.02203856749311295,0.051769842507406905
KENYA,2020-04-28,374,14,124,true,0.0374331550802139,0.3315508021390374,-0.02941176470588247,0.05572755417956654
KENYA,2020-04-29,384,15,129,true,0.0390625,0.3359375,0.04352678571428581,0.013230846774193505
KENYA,2020-04-30,396,17,144,true,0.04292929292929293,0.36363636363636365,0.09898989898989896,0.08245243128964064
KENYA,2020-05-01,411,21,150,true,0.051094890510948905,0.36496350364963503,0.1902103907256334,0.0036496350364962904
KENYA,2020-05-02,435,22,152,true,0.05057471264367816,0.34942528735632183,-0.010180623973727432,-0.04257471264367818
KENYA,2020-05-03,465,24,167,true,0.05161290322580645,0.35913978494623655,0.02052785923753664,0.027801358234295304
KENYA,2020-05-04,490,24,173,true,0.04897959183673469,0.35306122448979593,-0.05102040816326536,-0.01692533300745447
KENYA,2020-05-05,535,24,182,true,0.044859813084112146,0.3401869158878505,-0.08411214953271029,-0.03646480471071256
KENYA,2020-05-06,582,26,190,true,0.044673539518900345,0.32646048109965636,-0.004152348224513047,-0.040349684679581665
KENYA,2020-05-07,607,29,197,true,0.047775947281713346,0.3245469522240527,0.06944620453681405,-0.005861441082112173
KENYA,2020-05-08,621,29,202,true,0.04669887278582931,0.3252818035426731,-0.02254428341384873,0.002264237311688122
KENYA,2020-05-09,649,30,207,true,0.046224961479198766,0.3189522342064715,-0.010148238669571263,-0.01945872553357031
KENYA,2020-05-10,672,32,239,true,0.047619047619047616,0.3556547619047619,0.03015873015873005,0.11507217621348054
